CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
DLGUA1132,POZO LA ORDEÑA,,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALAMANCA,ACUÍFERO IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.68844,-101.11272
DLGUA1133,"LALA DERIVADOS LACTEOS, S.A. DE C.V. (AGUAS ARRIBA)",RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,AFLUENTE RIO LERMA Y SUELO; CUERPO DE DESCARGA RIO TEMASCATIO,LÓTICO,DESCARGA,20.62459,-101.2981
DLGUA1134,"LALA DERIVADOS LACTEOS, S.A. DE C.V. (AGUAS ABAJO)",RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,AFLUENTE RIO LERMA Y SUELO; CUERPO DE DESCARGA RIO TEMASCATIO,LÓTICO,DESCARGA,20.64589,-101.29016
DLGUA1135,"LALA  DERIVADOS LACTEOS, S.A. DE C.V. (AGUAS ARRIBA)",RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,AFLUENTE RIO LERMA Y SUELO; CUERPO DE DESCARGA RIO TEMASCATIO,LÓTICO,DESCARGA,20.6164,-101.29482
DLGUA1136,AGUAS ARRIBADE CONFL.CON EL RIO LERMA,RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,RIO GUANAJUATO,LÓTICO,RÍO,20.61349,-101.3521
DLGUA1137,IRAPUATO  (A) AGUAS ARRIBA,RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,RIO SILAO,LÓTICO,RÍO,20.66603,-101.33189
DLGUA1139,GUADALUPE PASO BLANCO,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,ACUÍFERO SILAO-ROMITA,SUBTERRÁNEO,POZO,20.7662,-101.42467
DLGUA1140,RIO TURBIO 8,RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,MANUEL DOBLADO,RIO TURBIO,LÓTICO,RÍO,20.68502,-101.81313
DLGUA1142,RIO TURBIO 7,RÍO TURBIO,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,MANUEL DOBLADO,RIO TURBIO,LÓTICO,RÍO,20.67531,-101.85239
DLGUA1143M1,ARROYO SANTA RITA 1,Río Lerma 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,IRAPUATO,ARROYO SANTA RITA,LÓTICO,RÍO,20.682881,-101.322725
DLGUA1144,PENJAMO,RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,PÉNJAMO,RIO LERMA,LÓTICO,RÍO,20.2147,-101.73075
DLGUA1145,RIO LERMA 17,RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,MICHOACÁN,MICHOACÁN DE OCAMPO,ANGAMACUTIRO,RIO LERMA,LÓTICO,RÍO,20.18902,-101.7018
DLGUA1146,JAIME CONTRERAS,,1121,LAGO DE CUITZEO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,ACUÍFERO LAGO DE CUITZEO,SUBTERRÁNEO,POZO,19.96578,-100.94476
DLGUA1147,PRESIDENCIA MUNICIPAL DE ACAMBARO 1,,1121,LAGO DE CUITZEO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,ACUÍFERO LAGO DE CUITZEO,SUBTERRÁNEO,POZO,19.99429,-100.8494
DLGUA1148,RIO LERMA 35,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.07664,-100.82544
DLGUA1149,RIO LERMA 36,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.08111,-100.82854
DLGUA1150,PRESIDENCIA MUNICIPAL DE ACAMBARO 3,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,ACUÍFERO VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.09978,-100.82738
DLGUA1151,ACAMBARO (PUENTE FERROCARIL),RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.0533,-100.7616
DLGUA1153,JUMAPAA 1,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,ACUÍFERO VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.02534,-100.72942
DLGUA1153M1,MALAYAS 1,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,ACUÍFERO VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.02222,-100.73109
DLGUA1154,JUMAPAA 2,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,ACUÍFERO VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.04927,-100.71377
DLGUA1155,RIO LERMA 33,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.03876,-100.67767
DLGUA1156,RIO LERMA 34 (AGUA CALIENTE 1),RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.04193,-100.6816
DLGUA1157,RIO LERMA 15,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.04858,-100.67931
DLGUA1158,PRESA SOLIS 1,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.05221,-100.66697
DLGUA1159,PRESA SOLIS 3,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.04113,-100.63615
DLGUA1160,PRESA SOLIS 2,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.06526,-100.63361
DLGUA1161,PRESA SOLIS 4,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.08571,-100.61889
DLGUA1162,PRESA SOLIS 5,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.07576,-100.57757
DLGUA1163,PRESA SOLIS 7,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.07873,-100.54172
DLGUA1164,PRESA SOLIS 6,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,20.05404,-100.58251
DLGUA1165,RIO LERMA 16,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,RIO LERMA,LÓTICO,RÍO,20.05929,-100.50567
DLGUA1165M1,RÍO GUANAJUATO,RÍO LERMA 5,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,PUEBLO NUEVO,RÍO GUANAJUATO,LÓTICO,RIO,20.51801,-101.37832
DLGUA1166,RIO LERMA 14,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JERÉCUARO,RIO LERMA,LÓTICO,ARROYO,20.0367,-100.48949
DLGUA1167,RIO LERMA 13,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JERÉCUARO,RIO LERMA,LÓTICO,RÍO,20.02265,-100.49446
DLGUA1168,RIO LERMA 71,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JERÉCUARO,RIO LERMA,LÓTICO,RÍO,20.00932,-100.47961
DLGUA1169,RH12-3 LERMA,RÍO LERMA 3,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JERÉCUARO,RIO LERMA,LÓTICO,RÍO,20.011,-100.47604
DLGUA1170,PRESIDENCIA MUNICIPAL DE ACAMBARO 2,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACÁMBARO,ACUÍFERO VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.00199,-100.69376
DLGUA1171,RIO LERMA 37,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALVATIERRA,RIO LERMA,LÓTICO,RÍO,20.18021,-100.88409
DLGUA1172,EJIDO DE LA ANGOSTURA,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALVATIERRA,RIO LERMA,LÓTICO,RÍO,20.22455,-100.8886
DLGUA1173,SALVATIERRA-ACAMBARO 1,,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALVATIERRA,ACUÍFERO SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.22812,-100.87295
DLGUA1174,RIO LERMA 44,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALVATIERRA,RIO LERMA,LÓTICO,RÍO,20.27301,-100.93744
DLGUA1175,RIO LERMA 45,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALVATIERRA,RIO LERMA,LÓTICO,RÍO,20.27388,-100.93905
DLGUA1176,ARMADILLO,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALVATIERRA,RIO LERMA,LÓTICO,RÍO,20.28375,-101.02229
DLGUA1177,RIO LERMA 24,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JARAL DEL PROGRESO,RIO LERMA,LÓTICO,RÍO,20.33619,-101.03851
DLGUA1178,SANTA JULIA,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JARAL DEL PROGRESO,RIO LERMA,LÓTICO,RÍO,20.39946,-101.01978
DLGUA1179,RIO LERMA 64,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,CORTAZAR,RIO LERMA,LÓTICO,RÍO,20.41454,-101.02727
DLGUA1180,RIO LERMA 26,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JARAL DEL PROGRESO,RIO LERMA,LÓTICO,RÍO,20.4137,-101.0311
DLGUA1181,AGUAS ARRIBA RIO LAJA,RÍO LERMA 4,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,VALLE DE SANTIAGO,RIO LERMA,LÓTICO,RÍO,20.47891,-101.14575
DLGUA1182,LAGO DE YURIRIA 6,LAGUNA DE YURIRIA,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,20.28382,-101.08871
DLGUA1183,LAGO DE YURIRIA 3,LAGUNA DE YURIRIA,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,20.23812,-101.09267
DLGUA1184,LAGO DE YURIRIA 2,LAGUNA DE YURIRIA,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,20.23743,-101.13328
DLGUA1185,LAGO DE YURIRIA 1,LAGUNA DE YURIRIA,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,20.24038,-101.15874
DLGUA1186,LAGO DE YURIRIA 4,LAGUNA DE YURIRIA,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,20.24636,-101.17537
DLGUA1187,LAGO DE YURIRIA 5,LAGUNA DE YURIRIA,,,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,20.26025,-101.1697
DLGUA1188,SAN JOSE,,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,URIANGATO,ACUÍFERO CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.09883,-101.17033
DLGUA1189,LA BARRANCA,,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,MOROLEÓN,ACUÍFERO CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.08254,-101.22988
DLGUA1191,LAS PEÑAS,,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,MOROLEÓN,ACUÍFERO CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.10117,-101.24153
DLGUA1192,FIDEL TELLEZ SAMANO,,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,URIANGATO,ACUÍFERO CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.08219,-101.14751
DLGUA1193,SALVATIERRA-ACAMBARO 3,,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,TARIMORO,ACUÍFERO SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.31771,-100.75557
DLGUA1194,VALLE DE LA CUEVITA 1,,1116,VALLE DE LA CUEVITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JERÉCUARO,ACUÍFERO VALLE DE LA CUEVITA,SUBTERRÁNEO,POZO,20.30137,-100.6114
DLGUA1195,VALLE DE LA CUEVITA 3,,1116,VALLE DE LA CUEVITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,JERÉCUARO,ACUÍFERO VALLE DE LA CUEVITA,SUBTERRÁNEO,POZO,20.36399,-100.47076
DLGUA5950,"POZO CAMPO AZUL, CELAYA, GTO",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CELAYA,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.48725,-100.834175
DLGUA5951,"POZO GALAXIAS DEL PARQUE, CELAYA, GTO.",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CELAYA,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.559817,-100.84784
DLGUA5952,"POZO 10 DE ABRIL, CELAYA, GTO",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CELAYA,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.561283,-100.823141
DLGUA5953,"POZO INSURGENTES 2, SAN MIGUEL DE ALLENDE, GTO",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.896155,-100.7196
DLGUA5954,"POZO LA LEJONA, SAN MIGUEL DE ALLENDE, GTO.",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,20.893,-100.753477
DLGUA5955,"POZO No. 9 UNIDAD DEPORTIVA, CORTAZAR, GTO.",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CORTAZAR,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.492277,-100.9705
DLGUA5956,"POZO No.5 VILLAGRAN, GTO",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,VILLAGRAN,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.515166,-100.99386
DLGUA5957,POZO No.5 JUVENTINO ROSAS,,112,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SANTIAGO MARAVATIO,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.17448,-100.98537
DLGUA5958,"POZO EL GUADALUPANO, APASEO EL GRANDE",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, APASEO EL GRANDE,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.54452,-100.698305
DLGUA5959,"POZO NO. 2, APASEO EL ALTO",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, APASEO EL ALTO,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.450638,-100.61513
DLGUA5960,"POZO No.22, SILAO. GTO.",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SILAO,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.935373,-101.424294
DLGUA5962,"POZO No.24, SILAO, GTO.",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SILAO,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.970468,-101.425674
DLGUA5963,"POZO No.2, GUANAJUATO, GTO",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, GUANAJUATO,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.924641,-101.251289
DLGUA5964,"POZO No.17, GUANAJUATO, GTO.",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, GUANAJUATO,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.895096,-101.258781
DLGUA5965,"PO0ZO No. 4, GUANAJUATO, GTO.",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, GUANAJUATO,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.84206,-101.27049
DLGUA5967,"POZO No.104 CAMPESTRE LAS FLORES, IRAPUATO, GTO.",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, IRAPUATO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.725638,-101.346611
DLGUA5968,"POZO No. 46 COL. BERNARDO COBOS, IRAPUATO, GTO.",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, IRAPUATO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.703361,-101.372333
DLGUA5969,"POZO No.87 COL. BAJADA DE SAN MARTIN, IRAPUATO, GTO.",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, IRAPUATO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.656,-101.37275
DLGUA5970,"POZO LAZARO CARDENAS, HUANIMARO, GTO.",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, HUANIMARO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.364722,-101.499972
DLGUA5971,"POZO No. 2 ROMITA, GTO.",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ROMITA,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.870428,-101.517143
DLGUA5972,"POZO No. 4 ROMITA, GTO.",,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ROMITA,SILAO-ROMITA,SUBTERRÁNEO,POZO,20.883476,-101.51494
DLGUA5973,"POZO DEPORTIVA CUERAMARO, GTO.",,1120,PENJAMO-ABASOLO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,PENJAMO,PENJAMO-ABASOLO,SUBTERRÁNEO,POZO,20.430676,-101.7145
DLGUA5974,"POZO COLORADOS, CUERAMARO, GTO.",,1120,PENJAMO-ABASOLO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,PENJAMO,PENJAMO-ABASOLO,SUBTERRÁNEO,POZO,20.429364,-101.712105
DLGUA5975,"POZO AQUILES SERDAN, PUEBLO NUEVO, GTO.",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,PUEBLO NUEVO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.5275,-101.373222
DLGUA5976,"POZO DEPORTIVA, PUEBLO NUEVO, GTO.",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, PUEBLO NUEVO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.530111,-101.371111
DLGUA5977,POZO No. 19 SAN FRANCISCO DEL RINCON,,1114,RIO TURBIO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN FRANCISCO DEL RINCON,RIO TURBIO,SUBTERRÁNEO,POZO,21.02675,-101.82608
DLGUA5978,POZO CD. 5 LEON,,1104,LAGUNA SECA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN LUIS DE LA PAZ,VALLE DE LEON,SUBTERRÁNEO,POZO,21.3767,-100.54221
DLGUA5979,POZO CD. 40 LEON,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.096556,-101.672222
DLGUA5980,POZO CD. 51 LEON,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.0960278,-101.646553
DLGUA5981,POZO CD. 56 LEON,,1605,PASTOR ORTIZ-LA PIEDAD,LERMA SANTIAGO PACÍFICO,GUANAJUATO,MICHOACÁN DE OCAMPO,PURUANDIRO,ACUÍFERO PASTOR ORTIZ-LA PIEDAD,SUBTERRÁNEO,POZO,20.08206,-101.54578
DLGUA5982,POZO MURALLA 12 LEON,,1111,LA MURALLA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,SUBTERRÁNEO,POZO,20.8441389,-101.736916
DLGUA5983,POZO MURALLA 2 LEON,,1114,RIO TURBIO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,SUBTERRÁNEO,POZO,20.9734722,-101.856
DLGUA5984,POZO RIO TURBIO 5 LEON,,1114,RIO TURBIO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN FRANCISCO DEL RINCON,RIO TURBIO,SUBTERRÁNEO,POZO,20.9014444,-101.886916
DLGUA5985,"POZO JOSEFA, JARAL DEL PROGRESO",,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, JARAL DEL PROGRESO,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.371569,-101.058228
DLGUA5986,"POZO No. 4 CETIS, JARAL DEL PROGRESO",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,ACUÍFERO CUENCA ALTA DEL RIO LAJA,SUBTERRÁNEO,POZO,20.92713,-101.04237
DLGUA5987,"POZO COMUNIDAD DE LLANITOS, JARAL DEL PROGRESO",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, JARAL DEL PROGRESO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.379061,-101.093994
DLGUA5988,"POZO COMUNIDAD LA BOLSA, JARAL DEL PROGRESO",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, JARAL DEL PROGRESO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.376884,-101.105392
DLGUA5989,"POZO No. 10 DEMOCRACIA, VALLE DE SANTIAGO",,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, VALLE DE SANTIAGO,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.397697,-101.183342
DLGUA5990,"POZO 16 DE SEPTIEMBRE, BARRIO ALTO, TARIMORO",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, TARIMORO,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.279611,-100.751088
DLGUA5991,"POZO EL AGUACATE, TARIMORO",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, TARIMORO,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.277583,-100.743521
DLGUA5992,"POZO LA BOVEDA, TARIMORO",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, TARIMORO,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.28701,-100.76141
DLGUA5993,"POZO No. 7, SALVATIERRA",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SALVATIERRA,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.203027,-100.898694
DLGUA5994,"POZO No. 5, SALVATIERRA",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SALVATIERRA,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.204861,-100.87688
