CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
DLTAB2477,LAGUNA DE MECOACAN 2,CAXCUCHAPA,,,FRONTERA SUR,TABASCO,TABASCO,PARAÍSO,LAGUNA DE MECOACAN,COSTERO (HUMEDAL),LAGUNA,18.36986,-93.10312
DLTAB2478,LAGUNA DE MECOACAN 5,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,PARAÍSO,LAGUNA DE MECOACAN,COSTERO (HUMEDAL),LAGUNA,18.41229,-93.14484
DLTAB2479,PUERTO DOS BOCAS,CAXCUCHAPA,,,FRONTERA SUR,TABASCO,TABASCO,PARAÍSO,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,18.44061,-93.2229
DLTAB2480,RIO GONZALEZ 9,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO GONZALEZ,LÓTICO (HUMEDAL),RÍO,18.41486,-93.00321
DLTAB2481,RIO SANTA ANITA 4,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO SANTA ANITA,LÓTICO (HUMEDAL),RÍO,18.40254,-92.98433
DLTAB2482,RIO SANTA ANITA 3,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO SANTA ANITA,LÓTICO (HUMEDAL),RÍO,18.40277,-92.97323
DLTAB2483,RIO GONZALEZ 8,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO GONZALEZ,LÓTICO (HUMEDAL),RÍO,18.38347,-92.9838
DLTAB2484,RIO GONZALEZ 7,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO GONZALEZ,LÓTICO (HUMEDAL),RÍO,18.36189,-92.95777
DLTAB2485,RIO SANTA ANITA 2,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO SANTA ANITA,LÓTICO (HUMEDAL),RÍO,18.39313,-92.94517
DLTAB2486,RIO SANTA ANITA 1,EL CARRIZAL,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,RIO SANTA ANITA,LÓTICO (HUMEDAL),RÍO,18.37739,-92.90074
DLTAB2487,SAPAET LEANDRO ROVIROSA,,2704,CENTLA,FRONTERA SUR,TABASCO,TABASCO,CENTLA,ACUÍFERO CENTLA,SUBTERRÁNEO,POZO,18.42864,-92.87828
DLTAB2488,PLAYA PICO DE ORO,GRIJALVA,,,FRONTERA SUR,TABASCO,TABASCO,CENTLA,PLAYA PICO DE ORO,COSTERO,OCÉANO-MAR,18.4544,-92.87439
